,Y2007
Afghanistan,552000.0
Albania,0.0
Algeria,348.33
Angola,4635.0
Antigua and Barbuda,0.0
Azerbaijan,3575.0
Argentina,1080070.0
Australia,162806.0
Austria,0.0
Bahamas,0.0
Bahrain,0.0
Bangladesh,43181000.0
Armenia,0.0
Barbados,0.0
Belgium,0.0
"Micronesia, Fed. Sts.",100.0
Bhutan,74432.0
Bolivia,352104.0
Bosnia and Herzegovina,0.0
Botswana,0.0
Brazil,11060741.0
Belize,17775.0
Solomon Islands,2800.0
Brunei Darussalam,1360.0
Bulgaria,30576.0
Myanmar,31450808.0
Burundi,70911.0
Belarus,0.0
Cambodia,6727000.0
Cameroon,68267.0
Canada,0.0
Cabo Verde,0.0
Central African Republic,37595.0
Sri Lanka,3131000.0
Chad,106378.0
Chile,110268.0
China,186381000.0
Taiwan,1363460.0
Colombia,2117165.0
Comoros,491.27
Congo Republic,1100.0
DR Congo,316180.0
Cook Islands,0.0
Costa Rica,179727.88
Croatia,0.0
Cuba,439600.0
Cyprus,0.0
Czechia,0.0
Benin,72960.0
Denmark,0.0
Dominica,0.0
Dominican Republic,748986.0
Ecuador,1734135.0
El Salvador,31540.0
Equatorial Guinea,0.0
Ethiopia,680.65
Eritrea,0.0
Estonia,0.0
Faroe Islands,0.0
Fiji,14870.0
Finland,0.0
France,97315.6
French Polynesia,0.0
Djibouti,0.0
Gabon,1100.0
Georgia,0.0
Gambia,11395.0
Palestine,0.0
Germany,0.0
Ghana,185340.0
Kiribati,0.0
Greece,195340.0
Grenada,0.0
Guatemala,21681.72
Guinea,1401592.0
Guyana,458653.0
Haiti,130000.0
Honduras,46661.0
Hong Kong,0.03
Hungary,9916.0
Iceland,0.0
India,144570000.0
Indonesia,54591000.0
Iran,2664237.0
Iraq,393000.0
Ireland,0.0
Israel,0.0
Italy,1540087.0
Cote d'Ivoire,606310.0
Jamaica,65.0
Japan,10893000.0
Kazakhstan,294350.0
Jordan,0.0
Kenya,47256.0
North Korea,1869500.0
South Korea,5961493.0
Kuwait,0.0
Kyrgyz Republic,17269.0
Laos,2710050.0
Lebanon,0.0
Lesotho,0.0
Latvia,0.0
Liberia,231800.0
Libya,0.0
Lithuania,0.0
Luxembourg,0.0
Macau,0.0
Madagascar,3595755.0
Malawi,113166.0
Malaysia,2375000.0
Maldives,0.0
Mali,1082384.0
Malta,0.0
Mauritania,82165.0
Mauritius,0.0
Mexico,294697.0
Mongolia,0.0
Moldova,0.0
Montenegro,0.0
Morocco,33150.0
Mozambique,103007.0
Oman,0.0
Namibia,0.0
Nepal,4299264.0
Netherlands,0.0
New Caledonia,0.0
Vanuatu,0.0
New Zealand,0.0
Nicaragua,269869.0
Niger,60158.0
Nigeria,3186000.0
Niue,0.0
Norway,0.0
"Micronesia, Fed. Sts.",100.0
Marshall Islands,0.0
Pakistan,8345100.0
Panama,293039.0
Papua New Guinea,800.0
Paraguay,130000.0
Peru,2256000.0
Philippines,16240194.0
Poland,0.0
Portugal,156203.0
Guinea-Bissau,127250.0
Timor-Leste,60420.0
Puerto Rico,0.0
Qatar,0.0
Romania,27518.0
Russia,704544.0
Rwanda,62000.0
St. Kitts and Nevis,0.0
St. Lucia,0.0
St. Vincent and the Grenadines,0.0
Sao Tome and Principe,0.0
Saudi Arabia,0.0
Senegal,193379.0
Serbia,0.0
Seychelles,0.0
Sierra Leone,588004.0
Singapore,0.0
Slovakia,0.0
Vietnam,35942700.0
Slovenia,0.0
Somalia,16000.0
South Africa,3300.0
Zimbabwe,837.04
Spain,723426.0
Sudan,23000.0
Suriname,179012.0
Eswatini,556.41
Sweden,0.0
Switzerland,0.0
Syria,0.0
Tajikistan,52109.0
Thailand,32477032.0
Togo,74843.0
Tonga,0.0
Trinidad and Tobago,2413.0
United Arab Emirates,0.0
Tunisia,0.0
Türkiye,648000.0
Turkmenistan,28730.0
Tuvalu,0.0
Uganda,162000.0
Ukraine,108000.0
North Macedonia,15355.0
Egypt,6876830.0
United Kingdom,0.0
Tanzania,1341846.0
United States,8998730.0
Burkina Faso,68916.0
Uruguay,1145700.0
Uzbekistan,197800.0
Venezuela,1054857.0
Samoa,0.0
Yemen,0.0
Zambia,18317.0
