,Y1998
Afghanistan,450000.0
Albania,0.0
Algeria,492.49
Angola,10000.0
Antigua and Barbuda,0.0
Azerbaijan,11608.0
Argentina,1011135.0
Australia,1330900.0
Austria,0.0
Bahamas,0.0
Bahrain,0.0
Bangladesh,29710000.0
Armenia,0.0
Barbados,0.0
"Micronesia, Fed. Sts.",95.63
Belgium,0.0
Bhutan,48075.71
Bolivia,296253.0
Bosnia and Herzegovina,0.0
Brazil,7716090.0
Belize,9452.0
Solomon Islands,1300.0
Brunei Darussalam,700.0
Bulgaria,10277.0
Myanmar,17075000.0
Burundi,41000.0
Belarus,0.0
Cambodia,3509871.0
Cameroon,53200.0
Canada,0.0
Cabo Verde,0.0
Central African Republic,18500.0
Sri Lanka,2692340.0
Chad,100230.0
Chile,104375.0
China,198712400.0
Taiwan,1859157.0
Colombia,1897740.0
Comoros,1179.25
Congo Republic,979.0
DR Congo,362657.0
Cook Islands,0.0
Costa Rica,238999.0
Croatia,0.0
Cuba,441600.0
Cyprus,0.0
Czechia,0.0
Benin,35562.0
Denmark,0.0
Dominica,0.0
Dominican Republic,474595.0
Ecuador,1042992.0
El Salvador,51377.0
Equatorial Guinea,0.0
Ethiopia,13000.0
Eritrea,0.0
Estonia,0.0
Faroe Islands,0.0
Fiji,5092.0
Finland,0.0
France,113823.2
French Guiana,24896.0
French Polynesia,0.0
Djibouti,0.0
Gabon,928.84
Georgia,0.0
Gambia,18800.0
Germany,0.0
Ghana,193600.0
Kiribati,0.0
Greece,189518.2
Grenada,0.0
Guadeloupe,0.0
Guatemala,30692.0
Guinea,1046215.0
Guyana,522907.0
Haiti,101320.0
Honduras,27760.0
Hong Kong,0.05
Hungary,7647.0
Iceland,0.0
India,129055000.0
Indonesia,49236700.0
Iran,2770574.0
Iraq,300000.0
Ireland,0.0
Israel,0.0
Italy,1393524.0
Cote d'Ivoire,597684.0
Jamaica,30.0
Japan,11200000.0
Kazakhstan,236070.0
Jordan,0.0
Kenya,41829.0
North Korea,2307000.0
South Korea,6790125.0
Kuwait,0.0
Kyrgyz Republic,11023.0
Laos,1674500.0
Lebanon,0.0
Lesotho,0.0
Latvia,0.0
Liberia,209400.0
Libya,0.0
Lithuania,0.0
Macau,0.0
Madagascar,2447000.0
Malawi,68679.0
Malaysia,1944240.0
Maldives,0.0
Mali,717856.0
Malta,0.0
Martinique,0.0
Mauritania,101900.0
Mauritius,0.0
Mexico,458112.0
Mongolia,0.0
Moldova,0.0
Morocco,20020.0
Mozambique,191000.0
Oman,0.0
Namibia,0.0
Nepal,3834290.0
Netherlands,0.0
New Caledonia,0.0
New Zealand,0.0
Nicaragua,290250.0
Niger,58200.0
Nigeria,3275000.0
Niue,0.0
Norway,0.0
"Micronesia, Fed. Sts.",95.63
Marshall Islands,0.0
Pakistan,7011400.0
Panama,232375.0
Papua New Guinea,600.0
Paraguay,80921.0
Peru,1548780.0
Philippines,8554824.0
Poland,0.0
Portugal,161774.0
Guinea-Bissau,87200.0
Timor-Leste,36848.0
Puerto Rico,0.0
Qatar,0.0
Reunion,103.0
Romania,5142.0
Russia,412166.0
Rwanda,7935.0
St. Kitts and Nevis,0.0
St. Lucia,0.0
St. Vincent and the Grenadines,0.0
Sao Tome and Principe,0.0
Saudi Arabia,0.0
Senegal,123519.0
Seychelles,0.0
Sierra Leone,328310.0
Singapore,0.0
Slovakia,0.0
Vietnam,29408143.0
Slovenia,0.0
Somalia,2000.0
South Africa,3029.15
Zimbabwe,400.0
Spain,796300.0
Sudan,2000.0
Suriname,188410.0
Eswatini,105.0
Sweden,0.0
Switzerland,0.0
Syria,0.0
Tajikistan,40289.0
Thailand,22998414.0
Togo,86663.0
Tonga,0.0
Trinidad and Tobago,7037.0
United Arab Emirates,0.0
Tunisia,0.0
Türkiye,315000.0
Turkmenistan,13700.0
Uganda,90000.0
Ukraine,63600.0
North Macedonia,22663.0
Egypt,4474110.0
United Kingdom,0.0
Tanzania,849100.0
United States,8366190.0
Burkina Faso,88998.0
Uruguay,864158.0
Uzbekistan,373300.0
Venezuela,701168.0
Samoa,0.0
Yemen,0.0
Serbia,0.0
Zambia,6399.0
