,Y2011
Afghanistan,672000.0
Albania,0.0
Algeria,320.01
Angola,23209.0
Antigua and Barbuda,0.0
Azerbaijan,3695.0
Argentina,1748075.0
Australia,723283.0
Austria,0.0
Bahamas,0.0
Bahrain,0.0
Bangladesh,50627000.0
Armenia,0.0
Barbados,0.0
Belgium,0.0
"Micronesia, Fed. Sts.",145.22
Bhutan,78730.0
Bolivia,428007.0
Bosnia and Herzegovina,0.0
Botswana,0.0
Brazil,13476994.0
Belize,19081.0
Solomon Islands,2777.46
Brunei Darussalam,2200.0
Bulgaria,59619.0
Myanmar,29010000.0
Burundi,91415.0
Belarus,0.0
Cambodia,8779000.0
Cameroon,174089.0
Canada,0.0
Cabo Verde,0.0
Central African Republic,14171.0
Sri Lanka,3894890.0
Chad,172687.0
Chile,130375.0
China,202882500.0
Taiwan,1666273.0
Colombia,2009945.0
Comoros,4.0
Congo Republic,1204.79
DR Congo,709417.0
Cook Islands,0.0
Costa Rica,278975.0
Croatia,0.0
Cuba,566400.0
Cyprus,0.0
Czechia,0.0
Benin,219626.0
Denmark,0.0
Dominica,0.0
Dominican Republic,874690.0
Ecuador,1185900.0
El Salvador,25589.0
Equatorial Guinea,0.0
Ethiopia,88619.0
Eritrea,0.0
Estonia,0.0
Faroe Islands,0.0
Fiji,7914.0
Finland,0.0
France,130400.0
French Polynesia,0.0
Djibouti,0.0
Gabon,1491.52
Georgia,0.0
Gambia,51136.0
Palestine,0.0
Germany,0.0
Ghana,463975.0
Kiribati,0.0
Greece,250684.91
Grenada,0.0
Guatemala,30404.3
Guinea,1792801.0
Guyana,619198.0
Haiti,145000.0
Honduras,49224.0
Hong Kong,0.05
Hungary,9075.0
Iceland,0.0
India,157900000.0
Indonesia,58259000.0
Iran,1893013.0
Iraq,235118.0
Ireland,0.0
Israel,0.0
Italy,1490150.0
Cote d'Ivoire,873016.0
Jamaica,234.7
Japan,10707000.0
Kazakhstan,346758.0
Jordan,0.0
Kenya,111229.0
North Korea,2479000.0
South Korea,5615916.0
Kuwait,0.0
Kyrgyz Republic,19432.0
Laos,3065760.0
Lebanon,0.0
Latvia,0.0
Liberia,291000.0
Libya,0.0
Lithuania,0.0
Luxembourg,0.0
Macau,0.0
Madagascar,4300185.0
Malawi,117733.0
Malaysia,2575988.0
Maldives,0.0
Mali,1741472.0
Malta,0.0
Mauritania,158021.0
Mauritius,316.0
Mexico,173461.0
Mongolia,0.0
Moldova,0.0
Montenegro,0.0
Morocco,17840.0
Mozambique,271000.0
Oman,0.0
Namibia,0.0
Nauru,0.0
Nepal,5072248.0
Netherlands,0.0
New Caledonia,0.0
Vanuatu,0.0
New Zealand,0.0
Nicaragua,413321.2
Niger,74133.0
Nigeria,4612614.0
Niue,0.0
Norway,0.0
"Micronesia, Fed. Sts.",145.22
Marshall Islands,0.0
Pakistan,9240600.0
Panama,291120.0
Papua New Guinea,822.75
Paraguay,408246.0
Peru,2624458.0
Philippines,16684062.0
Poland,0.0
Portugal,185016.0
Guinea-Bissau,175213.0
Timor-Leste,98297.0
Puerto Rico,0.0
Qatar,0.0
Romania,65261.0
Russia,1055574.0
Rwanda,80541.0
St. Kitts and Nevis,0.0
St. Lucia,0.0
St. Vincent and the Grenadines,0.0
Sao Tome and Principe,0.0
Saudi Arabia,0.0
Senegal,405824.0
Serbia,0.0
Seychelles,0.0
Sierra Leone,1129338.0
Singapore,0.0
Slovakia,0.0
Vietnam,42398344.0
Slovenia,0.0
Somalia,4270.0
South Africa,3066.99
Zimbabwe,1050.62
Spain,927554.0
Sudan,25000.0
Suriname,235298.0
Eswatini,735.76
Sweden,0.0
Switzerland,0.0
Syria,0.0
Tajikistan,76875.0
Thailand,38102720.0
Togo,112233.0
Tonga,0.0
Trinidad and Tobago,2662.8
United Arab Emirates,0.0
Tunisia,0.0
Türkiye,900000.0
Turkmenistan,22650.0
Tuvalu,0.0
Uganda,233000.0
Ukraine,169900.0
North Macedonia,26964.0
Egypt,5675027.0
United Kingdom,0.0
Tanzania,2248320.0
United States,8388780.0
Burkina Faso,240866.0
Uruguay,1643000.0
Uzbekistan,119758.0
Venezuela,1018258.0
Samoa,0.0
Yemen,0.0
Zambia,49410.0
