,Y2006
Afghanistan,540000.0
Albania,0.0
Algeria,359.98
Angola,3831.0
Antigua and Barbuda,0.0
Azerbaijan,5085.0
Argentina,1193492.0
Australia,1002654.0
Austria,0.0
Bahamas,0.0
Bahrain,0.0
Bangladesh,40773000.0
Armenia,0.0
Barbados,0.0
Belgium,0.0
"Micronesia, Fed. Sts.",109.18
Bhutan,72513.0
Bolivia,446462.0
Bosnia and Herzegovina,0.0
Botswana,0.0
Brazil,11526685.0
Belize,11855.0
Solomon Islands,3250.0
Brunei Darussalam,886.0
Bulgaria,20008.0
Myanmar,30435000.0
Burundi,68311.0
Belarus,0.0
Cambodia,6264123.0
Cameroon,64525.0
Canada,0.0
Cabo Verde,0.0
Central African Republic,40000.0
Sri Lanka,3342000.0
Chad,112380.0
Chile,160315.0
China,181718000.0
Taiwan,1558048.0
Colombia,1965414.0
Comoros,20000.0
Congo Republic,1100.0
DR Congo,315830.0
Cook Islands,0.0
Costa Rica,194261.0
Croatia,0.0
Cuba,434200.0
Cyprus,0.0
Czechia,0.0
Benin,61818.0
Denmark,0.0
Dominica,0.0
Dominican Republic,713821.0
Ecuador,1501238.0
El Salvador,31011.0
Equatorial Guinea,0.0
Ethiopia,11244.0
Eritrea,0.0
Estonia,0.0
Faroe Islands,0.0
Fiji,12732.0
Finland,0.0
France,94782.0
French Guiana,15073.0
French Polynesia,0.0
Djibouti,0.0
Gabon,1170.89
Georgia,0.0
Gambia,31024.0
Palestine,0.0
Germany,0.0
Ghana,250000.0
Kiribati,0.0
Greece,179166.0
Grenada,0.0
Guatemala,22407.46
Guinea,1340313.0
Guyana,472363.0
Haiti,110000.0
Honduras,25973.0
Hong Kong,0.0
Hungary,7801.0
Iceland,0.0
India,139136992.0
Indonesia,54454936.0
Iran,2612175.0
Iraq,363000.0
Ireland,0.0
Israel,0.0
Italy,1419129.0
Cote d'Ivoire,715898.0
Jamaica,2.0
Japan,10695000.0
Kazakhstan,288780.0
Jordan,0.0
Kenya,64840.0
North Korea,2478500.0
South Korea,6305492.0
Kuwait,0.0
Kyrgyz Republic,18713.0
Laos,2663700.0
Lebanon,0.0
Lesotho,0.0
Latvia,0.0
Liberia,164000.0
Libya,0.0
Lithuania,0.0
Luxembourg,0.0
Macau,0.0
Madagascar,3487930.0
Malawi,91450.0
Malaysia,2187000.0
Maldives,0.0
Mali,1053236.0
Malta,0.0
Mauritania,70462.0
Mauritius,0.0
Mexico,337250.0
Mongolia,0.0
Moldova,0.0
Montenegro,0.0
Morocco,34000.0
Mozambique,97610.0
Oman,0.0
Namibia,0.0
Nauru,0.0
Nepal,4209279.0
Netherlands,0.0
New Caledonia,0.0
Vanuatu,0.0
New Zealand,0.0
Nicaragua,319569.0
Niger,60360.0
Nigeria,4042000.0
Niue,0.0
Norway,0.0
"Micronesia, Fed. Sts.",109.18
Marshall Islands,0.0
Pakistan,8157600.0
Panama,289238.0
Papua New Guinea,800.0
Paraguay,126000.0
Peru,2362260.0
Philippines,15326706.0
Poland,0.0
Portugal,148673.0
Guinea-Bissau,106000.0
Timor-Leste,55410.0
Puerto Rico,0.0
Qatar,0.0
Reunion,185.0
Romania,18420.0
Russia,680610.0
Rwanda,62932.0
St. Kitts and Nevis,0.0
St. Lucia,0.0
St. Vincent and the Grenadines,0.0
Sao Tome and Principe,0.0
Saudi Arabia,0.0
Senegal,190493.0
Serbia,0.0
Seychelles,0.0
Sierra Leone,1062320.0
Singapore,0.0
Slovakia,0.0
Vietnam,35849500.0
Slovenia,0.0
Somalia,14338.84
South Africa,3117.62
Zimbabwe,786.95
Spain,724351.0
Sudan,26000.0
Suriname,182659.0
Eswatini,503.69
Sweden,0.0
Switzerland,0.0
Syria,0.0
Tajikistan,48536.0
Thailand,29990602.0
Togo,76284.0
Tonga,0.0
Trinidad and Tobago,1555.0
United Arab Emirates,0.0
Tunisia,0.0
Türkiye,696000.0
Turkmenistan,135000.0
Tuvalu,0.0
Uganda,154000.0
Ukraine,99500.0
North Macedonia,13949.0
Egypt,6755000.0
United Kingdom,0.0
Tanzania,1206154.0
United States,8826230.0
Burkina Faso,113700.0
Uruguay,1292400.0
Uzbekistan,224000.0
Venezuela,1122870.0
Samoa,0.0
Yemen,0.0
Zambia,13964.0
