,Y1989
Albania,12000.0
Angola,0.0
Argentina,6500000.0
Australia,129511.0
Austria,10392.0
Bahamas,0.0
Bangladesh,0.0
not found,0.0
Bhutan,1300.0
Bolivia,260249.0
Brazil,24051670.0
Belize,81.0
Brunei Darussalam,0.0
Bulgaria,21529.0
Myanmar,26955.0
Burundi,600.0
Cambodia,20000.0
Cameroon,2500.0
Canada,1218700.0
Central African Republic,0.0
Sri Lanka,1500.0
Chile,0.0
China,10228000.0
Taiwan,10956.0
Colombia,177400.0
DR Congo,11060.0
Costa Rica,450.0
Cuba,0.0
Cyprus,0.0
Czechia,7651.0
Benin,318.0
Denmark,0.0
Dominican Republic,0.0
Ecuador,153492.0
El Salvador,2000.0
Ethiopia,24680.0
Fiji,0.0
Finland,0.0
France,305849.0
French Guiana,0.0
Gabon,2728.0
Germany,4646.0
Greece,23000.0
Guadeloupe,0.0
Guatemala,30498.0
Guyana,0.0
Honduras,0.0
Hong Kong,0.0
Hungary,118000.0
Iceland,0.0
India,1805600.0
Indonesia,1315113.0
Iran,90000.0
Iraq,1800.0
Ireland,0.0
Israel,0.0
Italy,1623600.0
Cote d'Ivoire,1500.0
Jamaica,0.0
Japan,271700.0
Kenya,0.0
North Korea,420000.0
South Korea,251552.0
Kuwait,0.0
Laos,4950.0
Liberia,2000.0
Libya,0.0
Macau,0.0
Madagascar,60.0
Malaysia,3.0
Mali,1200.0
Malta,0.0
Martinique,0.0
Mauritius,0.0
Mexico,992391.0
Morocco,0.0
Nepal,12700.0
Netherlands,0.0
New Caledonia,0.0
New Zealand,0.0
Nicaragua,15910.0
Nigeria,300000.0
Norway,0.0
Pakistan,1169.0
Panama,0.0
Papua New Guinea,0.0
Paraguay,1614573.0
Peru,2770.0
Philippines,4049.0
Poland,0.0
Portugal,0.0
Timor-Leste,1000.0
Reunion,0.0
Romania,303900.0
Rwanda,9200.0
Saudi Arabia,0.0
Senegal,0.0
Sierra Leone,0.0
Singapore,0.0
Vietnam,82350.0
South Africa,78600.0
Zimbabwe,123725.0
Spain,27300.0
Suriname,21.0
Sweden,0.0
Switzerland,2215.0
Syria,10229.0
Thailand,672368.0
Trinidad and Tobago,0.0
United Arab Emirates,0.0
Türkiye,161000.0
Uganda,15788.0
not found,956400.0
Egypt,91415.0
United Kingdom,0.0
Tanzania,1340.0
United States,52350000.0
Burkina Faso,885.0
Uruguay,38500.0
Venezuela,8165.0
not found,208927.0
Zambia,20578.0
