,Y2003
Afghanistan,434000.0
Albania,0.0
Algeria,425.06
Angola,10831.0
Antigua and Barbuda,0.0
Azerbaijan,15651.0
Argentina,717630.0
Australia,438111.0
Austria,0.0
Bahamas,0.0
Bahrain,0.0
Bangladesh,38361420.0
Armenia,0.0
Barbados,0.0
Belgium,0.0
"Micronesia, Fed. Sts.",103.83
Bhutan,44902.0
Bolivia,423278.0
Bosnia and Herzegovina,0.0
Botswana,0.0
Brazil,10334603.0
Belize,12752.0
Solomon Islands,1947.0
Brunei Darussalam,547.0
Bulgaria,23659.0
Myanmar,22770200.0
Burundi,61256.0
Belarus,0.0
Cambodia,4710957.0
Cameroon,47175.0
Canada,0.0
Cabo Verde,0.0
Central African Republic,29700.0
Sri Lanka,3071200.0
Chad,126024.0
Chile,140849.0
China,160656000.0
Taiwan,1648280.0
Colombia,2417190.0
Comoros,17636.65
Congo Republic,1200.0
DR Congo,314780.0
Cook Islands,0.0
Costa Rica,183637.0
Croatia,0.0
Cuba,715800.0
Cyprus,0.0
Czechia,0.0
Benin,54183.0
Denmark,0.0
Dominica,0.0
Dominican Republic,608329.0
Ecuador,1384715.0
El Salvador,22515.0
Equatorial Guinea,0.0
Ethiopia,13000.0
Eritrea,0.0
Estonia,0.0
Faroe Islands,0.0
Fiji,15504.0
Finland,0.0
France,106723.0
French Guiana,23461.0
French Polynesia,0.0
Djibouti,0.0
Gabon,1075.3
Georgia,0.0
Gambia,20500.0
Germany,0.0
Ghana,238810.0
Kiribati,0.0
Greece,162443.24
Grenada,0.0
Guatemala,19753.95
Guinea,1146763.0
Guyana,546183.0
Haiti,108500.0
Honduras,26736.0
Hong Kong,0.03
Hungary,11194.0
Iceland,0.0
India,132789000.0
Indonesia,52137600.0
Iran,2931138.0
Iraq,90000.0
Ireland,0.0
Israel,0.0
Italy,1402350.0
Cote d'Ivoire,659824.0
Jamaica,14.0
Japan,9740000.0
Kazakhstan,273340.0
Jordan,0.0
Kenya,40502.0
North Korea,2244000.0
South Korea,6151202.0
Kuwait,0.0
Kyrgyz Republic,18342.0
Laos,2375100.0
Lebanon,0.0
Lesotho,0.0
Latvia,0.0
Liberia,100000.0
Libya,0.0
Lithuania,0.0
Luxembourg,0.0
Macau,0.0
Madagascar,2800000.0
Malawi,88184.0
Malaysia,2257000.0
Maldives,0.0
Mali,938217.0
Malta,0.0
Mauritania,79000.0
Mauritius,0.0
Mexico,273300.0
Mongolia,0.0
Moldova,0.0
Morocco,16900.0
Mozambique,117491.0
Oman,0.0
Namibia,0.0
Nauru,0.0
Nepal,4132500.0
Netherlands,0.0
New Caledonia,0.0
Vanuatu,0.0
New Zealand,0.0
Nicaragua,297530.0
Niger,58080.0
Nigeria,3116000.0
Niue,0.0
Norway,0.0
"Micronesia, Fed. Sts.",103.83
Marshall Islands,0.0
Pakistan,7271400.0
Panama,402461.0
Papua New Guinea,800.0
Paraguay,110250.0
Peru,2132405.0
Philippines,13499884.0
Poland,0.0
Portugal,147802.0
Guinea-Bissau,88380.0
Timor-Leste,65433.0
Puerto Rico,0.0
Qatar,0.0
Reunion,148.0
Romania,253.0
Russia,448116.0
Rwanda,27891.0
St. Kitts and Nevis,0.0
St. Lucia,0.0
St. Vincent and the Grenadines,0.0
Sao Tome and Principe,0.0
Saudi Arabia,0.0
Senegal,231805.0
Seychelles,0.0
Sierra Leone,445633.0
Singapore,0.0
Slovakia,0.0
Vietnam,34568800.0
Slovenia,0.0
Somalia,12000.0
South Africa,3200.0
Zimbabwe,640.34
Spain,855000.0
Sudan,15748.0
Suriname,193685.0
Eswatini,344.34
Sweden,0.0
Switzerland,0.0
Syria,0.0
Tajikistan,59415.0
Thailand,29820271.0
Togo,62048.0
Tonga,0.0
Trinidad and Tobago,1719.8
United Arab Emirates,0.0
Tunisia,0.0
Türkiye,372000.0
Turkmenistan,109500.0
Uganda,132000.0
Ukraine,84000.0
North Macedonia,13042.0
Egypt,6176266.0
United Kingdom,0.0
Tanzania,1096923.0
United States,9067180.0
Burkina Faso,95494.0
Uruguay,905700.0
Uzbekistan,350800.0
Venezuela,678890.0
Samoa,0.0
Yemen,0.0
Serbia,0.0
Zambia,10743.67
