,Y2002
Afghanistan,388000.0
Albania,0.0
Algeria,400.24
Angola,4890.0
Antigua and Barbuda,0.0
Azerbaijan,16640.0
Argentina,709295.0
Australia,1192202.0
Austria,0.0
Bahamas,0.0
Bahrain,0.0
Bangladesh,37593000.0
Armenia,0.0
Barbados,0.0
Belgium,0.0
"Micronesia, Fed. Sts.",102.13
Bhutan,37391.0
Bolivia,259452.0
Bosnia and Herzegovina,0.0
Botswana,0.0
Brazil,10445986.0
Belize,10949.0
Solomon Islands,2267.0
Brunei Darussalam,372.0
Bulgaria,17955.0
Myanmar,21460700.0
Burundi,62648.0
Belarus,0.0
Cambodia,3822509.0
Cameroon,44548.0
Canada,0.0
Cabo Verde,0.0
Central African Republic,27400.0
Sri Lanka,2859480.0
Chad,134880.0
Chile,141927.0
China,174539008.0
Taiwan,1803187.0
Colombia,2063030.0
Comoros,17304.22
Congo Republic,1403.0
DR Congo,314430.0
Cook Islands,0.0
Costa Rica,189768.0
Croatia,0.0
Cuba,692000.0
Cyprus,0.0
Czechia,0.0
Benin,63219.0
Denmark,0.0
Dominica,0.0
Dominican Republic,730705.0
Ecuador,1432811.0
El Salvador,29098.0
Equatorial Guinea,0.0
Ethiopia,15412.0
Eritrea,0.0
Estonia,0.0
Faroe Islands,0.0
Fiji,12852.0
Finland,0.0
France,105227.0
French Guiana,22407.0
French Polynesia,0.0
Djibouti,0.0
Gabon,1046.04
Georgia,0.0
Gambia,20452.0
Germany,0.0
Ghana,280000.0
Kiribati,0.0
Greece,165532.2
Grenada,0.0
Guatemala,19218.71
Guinea,1088669.0
Guyana,443654.0
Haiti,107000.0
Honduras,8781.0
Hong Kong,0.03
Hungary,9768.0
Iceland,0.0
India,107730304.0
Indonesia,51489696.0
Iran,2887541.1
Iraq,250000.0
Ireland,0.0
Israel,0.0
Italy,1371100.0
Cote d'Ivoire,646899.0
Jamaica,10.0
Japan,11111000.0
Kazakhstan,199089.0
Jordan,0.0
Kenya,45000.0
North Korea,2186000.0
South Korea,6687225.0
Kuwait,0.0
Kyrgyz Republic,20811.0
Laos,2416500.0
Lebanon,0.0
Lesotho,0.0
Latvia,0.0
Liberia,110000.0
Libya,0.0
Lithuania,0.0
Luxembourg,0.0
Macau,0.0
Madagascar,2603965.0
Malawi,92027.0
Malaysia,2197351.0
Maldives,0.0
Mali,693203.0
Malta,0.0
Mauritania,77409.0
Mauritius,0.0
Mexico,227194.0
Mongolia,0.0
Moldova,0.0
Morocco,26530.0
Mozambique,93362.0
Oman,0.0
Namibia,0.0
Nauru,0.0
Nepal,4132600.0
Netherlands,0.0
New Caledonia,0.0
Vanuatu,0.0
New Zealand,0.0
Nicaragua,293456.0
Niger,75467.0
Nigeria,2928000.0
Niue,0.0
Norway,0.0
"Micronesia, Fed. Sts.",102.13
Marshall Islands,0.0
Pakistan,6717750.0
Panama,355396.0
Papua New Guinea,804.86
Paraguay,104973.0
Peru,2118679.0
Philippines,13270653.0
Poland,0.0
Portugal,145905.0
Guinea-Bissau,87865.0
Timor-Leste,53656.0
Puerto Rico,0.0
Qatar,0.0
Reunion,135.0
Romania,597.0
Russia,488133.0
Rwanda,20976.0
St. Kitts and Nevis,0.0
St. Lucia,0.0
St. Vincent and the Grenadines,0.0
Sao Tome and Principe,0.0
Saudi Arabia,0.0
Senegal,172395.0
Seychelles,0.0
Sierra Leone,422066.0
Singapore,0.0
Slovakia,0.0
Vietnam,34447200.0
Slovenia,0.0
Somalia,12000.0
South Africa,3000.0
Zimbabwe,522.92
Spain,818920.0
Sudan,8000.0
Suriname,157105.0
Eswatini,292.09
Sweden,0.0
Switzerland,0.0
Syria,0.0
Tajikistan,50200.0
Thailand,28321137.0
Togo,69242.0
Tonga,0.0
Trinidad and Tobago,3882.0
United Arab Emirates,0.0
Tunisia,0.0
Türkiye,360000.0
Turkmenistan,80000.0
Tuvalu,0.0
Uganda,120000.0
Ukraine,75400.0
North Macedonia,8860.0
Egypt,6105456.0
United Kingdom,0.0
Tanzania,984615.0
United States,9568990.0
Burkina Faso,89104.0
Uruguay,939489.0
Uzbekistan,185600.0
Venezuela,668164.0
Samoa,0.0
Yemen,0.0
Serbia,0.0
Zambia,11642.0
