,Y1999
Afghanistan,280000.0
Albania,0.0
Algeria,456.36
Angola,7402.0
Antigua and Barbuda,0.0
Azerbaijan,15874.0
Argentina,1658200.0
Australia,1389800.0
Austria,0.0
Bahamas,0.0
Bahrain,0.0
Bangladesh,34430000.0
Armenia,0.0
Barbados,0.0
"Micronesia, Fed. Sts.",97.22
Belgium,0.0
Bhutan,46957.75
Bolivia,256789.0
Bosnia and Herzegovina,0.0
Botswana,0.0
Brazil,11709694.0
Belize,12619.0
Solomon Islands,3240.0
Brunei Darussalam,300.0
Bulgaria,7000.0
Myanmar,20122000.0
Burundi,58630.0
Belarus,0.0
Cambodia,4040900.0
Cameroon,67470.0
Canada,0.0
Cabo Verde,0.0
Central African Republic,21000.0
Sri Lanka,2857100.0
Chad,158282.0
Chile,61000.0
China,198487008.0
Taiwan,1916300.0
Colombia,2185232.0
Comoros,1137.43
Congo Republic,1273.0
DR Congo,350000.0
Cook Islands,0.0
Costa Rica,264317.0
Croatia,0.0
Cuba,559000.0
Cyprus,0.0
Czechia,0.0
Benin,34040.0
Denmark,0.0
Dominica,0.0
Dominican Republic,566501.0
Ecuador,1289684.0
El Salvador,57364.0
Equatorial Guinea,0.0
Ethiopia,14000.0
Estonia,0.0
Faroe Islands,0.0
Fiji,17301.0
Finland,0.0
France,110256.0
French Guiana,19883.0
French Polynesia,0.0
Djibouti,0.0
Gabon,960.83
Georgia,0.0
Gambia,31700.0
Germany,0.0
Ghana,209750.0
Kiribati,0.0
Greece,170465.35
Grenada,0.0
Guadeloupe,0.0
Guatemala,48398.0
Guinea,1092490.0
Guyana,562260.0
Haiti,125000.0
Honduras,12446.0
Hong Kong,0.04
Hungary,7487.0
Iceland,0.0
India,134495904.0
Indonesia,50866388.0
Iran,2348241.0
Iraq,180000.0
Ireland,0.0
Israel,0.0
Italy,1427100.0
Cote d'Ivoire,609625.0
Jamaica,31.0
Japan,11468800.0
Kazakhstan,199300.0
Jordan,0.0
Kenya,52711.0
North Korea,2343000.0
South Korea,7065900.0
Kuwait,0.0
Kyrgyz Republic,15066.0
Laos,2102815.0
Lebanon,0.0
Latvia,0.0
Liberia,196300.0
Libya,0.0
Lithuania,0.0
Macau,0.0
Madagascar,2570000.0
Malawi,92833.0
Malaysia,2036641.0
Maldives,0.0
Mali,727140.0
Malta,0.0
Martinique,0.0
Mauritania,86463.0
Mauritius,0.0
Mexico,394434.0
Mongolia,0.0
Moldova,0.0
Morocco,34650.0
Mozambique,186087.0
Oman,0.0
Namibia,0.0
Nauru,0.0
Nepal,4216465.0
Netherlands,0.0
New Caledonia,0.0
New Zealand,0.0
Nicaragua,205610.0
Niger,61989.0
Nigeria,3277000.0
Niue,0.0
Norway,0.0
"Micronesia, Fed. Sts.",97.22
Marshall Islands,0.0
Pakistan,7733417.0
Panama,224341.0
Papua New Guinea,650.0
Paraguay,128093.0
Peru,1955027.0
Philippines,11786625.0
Poland,0.0
Portugal,151650.0
Guinea-Bissau,80300.0
Timor-Leste,33585.0
Puerto Rico,0.0
Qatar,0.0
Reunion,109.0
Romania,3813.0
Russia,443394.0
Rwanda,8919.0
St. Kitts and Nevis,0.0
St. Lucia,0.0
St. Vincent and the Grenadines,0.0
Sao Tome and Principe,0.0
Saudi Arabia,0.0
Senegal,364000.0
Seychelles,0.0
Sierra Leone,247235.0
Singapore,0.0
Slovakia,0.0
Vietnam,31393800.0
Slovenia,0.0
Somalia,2000.0
South Africa,2900.0
Zimbabwe,463.39
Spain,845100.0
Sudan,11000.0
Suriname,180295.0
Eswatini,100.0
Sweden,0.0
Switzerland,0.0
Syria,0.0
Tajikistan,47326.0
Thailand,24171412.0
Togo,81061.0
Tonga,0.0
Trinidad and Tobago,3109.7
United Arab Emirates,0.0
Tunisia,0.0
Türkiye,340000.0
Turkmenistan,33300.0
Uganda,95000.0
Ukraine,63600.0
North Macedonia,17430.0
Egypt,5816960.0
United Kingdom,0.0
Tanzania,728600.0
United States,9345230.0
Burkina Faso,94209.0
Uruguay,1328222.0
Uzbekistan,442900.0
Venezuela,720193.0
Samoa,0.0
Yemen,0.0
Serbia,0.0
Zambia,14700.0
