,Y2000
Afghanistan,260000.0
Albania,0.0
Algeria,437.39
Angola,5776.0
Antigua and Barbuda,0.0
Azerbaijan,22335.0
Argentina,903630.0
Australia,1100700.0
Austria,0.0
Bahamas,0.0
Bahrain,0.0
Bangladesh,37627500.0
Armenia,0.0
Barbados,0.0
Belgium,0.0
"Micronesia, Fed. Sts.",98.83
Bhutan,44300.0
Bolivia,299083.0
Bosnia and Herzegovina,0.0
Botswana,0.0
Brazil,11134588.0
Belize,9847.0
Solomon Islands,4524.0
Brunei Darussalam,299.0
Bulgaria,16784.0
Myanmar,20986900.0
Burundi,51678.0
Belarus,0.0
Cambodia,4026092.0
Cameroon,61271.0
Canada,0.0
Cabo Verde,0.0
Central African Republic,23100.0
Sri Lanka,2859900.0
Chad,92624.0
Chile,135060.0
China,187908000.0
Taiwan,1906060.0
Colombia,2237270.0
Comoros,15192.28
Congo Republic,1301.0
DR Congo,337800.0
Cook Islands,0.0
Costa Rica,266420.0
Croatia,0.0
Cuba,552800.0
Cyprus,0.0
Czechia,0.0
Benin,49245.0
Denmark,0.0
Dominica,0.0
Dominican Republic,581410.0
Ecuador,1246634.0
El Salvador,47204.0
Equatorial Guinea,0.0
Ethiopia,15000.0
Eritrea,0.0
Estonia,0.0
Faroe Islands,0.0
Fiji,13170.0
Finland,0.0
France,115958.0
French Guiana,19612.0
French Polynesia,0.0
Djibouti,0.0
Gabon,1000.0
Georgia,0.0
Gambia,34100.0
Germany,0.0
Ghana,248700.0
Kiribati,0.0
Greece,140042.65
Grenada,0.0
Guatemala,45223.0
Guinea,1140809.0
Guyana,448740.0
Haiti,130000.0
Honduras,7262.0
Hong Kong,0.03
Hungary,11255.0
Iceland,0.0
India,127464896.0
Indonesia,51898000.0
Iran,1972504.8
Iraq,60000.0
Ireland,0.0
Israel,0.0
Italy,1229767.0
Cote d'Ivoire,621805.0
Jamaica,12.0
Japan,11863000.0
Kazakhstan,214300.0
Jordan,0.0
Kenya,52349.0
North Korea,1690000.0
South Korea,7196582.0
Kuwait,0.0
Kyrgyz Republic,18991.0
Laos,2201700.0
Lebanon,0.0
Latvia,0.0
Liberia,183400.0
Libya,0.0
Lithuania,0.0
Luxembourg,0.0
Macau,0.0
Madagascar,2480470.0
Malawi,71601.0
Malaysia,2140800.0
Maldives,0.0
Mali,742808.0
Malta,0.0
Mauritania,76200.0
Mauritius,0.0
Mexico,351447.0
Mongolia,0.0
Moldova,0.0
Morocco,25200.0
Mozambique,180806.0
Oman,0.0
Namibia,0.0
Nepal,4216465.0
Netherlands,0.0
New Caledonia,0.0
New Zealand,0.0
Nicaragua,289600.0
Niger,60453.0
Nigeria,3298000.0
Niue,0.0
Norway,0.0
"Micronesia, Fed. Sts.",98.83
Marshall Islands,0.0
Pakistan,7203900.0
Panama,253557.0
Papua New Guinea,700.0
Paraguay,101049.0
Peru,1892100.0
Philippines,12389412.0
Poland,0.0
Portugal,142611.0
Guinea-Bissau,106081.0
Timor-Leste,51000.0
Puerto Rico,0.0
Qatar,0.0
Reunion,113.0
Romania,3551.0
Russia,584312.0
Rwanda,11654.0
St. Kitts and Nevis,0.0
St. Lucia,0.0
St. Vincent and the Grenadines,0.0
Sao Tome and Principe,0.0
Saudi Arabia,0.0
Senegal,202293.0
Seychelles,0.0
Sierra Leone,199134.0
Singapore,0.0
Slovakia,0.0
Vietnam,32529500.0
Slovenia,0.0
Somalia,2000.0
South Africa,3000.0
Zimbabwe,483.1
Spain,827051.0
Sudan,8000.0
Suriname,163655.0
Eswatini,170.0
Sweden,0.0
Switzerland,0.0
Syria,0.0
Tajikistan,81978.0
Thailand,25843878.0
Togo,62306.0
Tonga,0.0
Trinidad and Tobago,6256.0
United Arab Emirates,0.0
Tunisia,0.0
Türkiye,350000.0
Turkmenistan,27300.0
Tuvalu,0.0
Uganda,109000.0
Ukraine,89700.0
North Macedonia,18433.0
Egypt,6000490.0
United Kingdom,0.0
Tanzania,781538.0
United States,8657810.0
Burkina Faso,103087.0
Uruguay,1209139.0
Uzbekistan,173300.0
Venezuela,676775.0
Samoa,0.0
Yemen,0.0
Serbia,0.0
Zambia,13936.0
