,Y1992
Albania,1457.0
Angola,0.0
Azerbaijan,21.0
Argentina,11310000.0
Australia,62600.0
Austria,92284.0
Bahamas,0.0
Bangladesh,0.0
not found,0.0
Bhutan,238.37
Bolivia,342463.0
Bosnia and Herzegovina,10000.0
Brazil,19214704.0
Belize,52.0
Brunei Darussalam,0.0
Bulgaria,17021.0
Myanmar,29800.0
Burundi,492.46
Cambodia,40000.0
Cameroon,4000.0
Canada,1455300.0
Sri Lanka,1350.0
Chile,0.0
China,10304000.0
Taiwan,8562.0
Colombia,96002.0
DR Congo,14000.0
Costa Rica,20.0
Croatia,46129.0
Cuba,0.0
Cyprus,0.0
Czechia,14928.0
Benin,562.0
Denmark,0.0
Dominica,0.0
Dominican Republic,0.0
Ecuador,137420.0
El Salvador,1880.0
Ethiopia,21000.0
Estonia,0.0
Fiji,0.0
Finland,0.0
France,74475.2
French Guiana,0.0
Gabon,2492.0
Georgia,400.0
Germany,3000.0
Greece,6000.0
Guatemala,47307.0
Guyana,0.0
Haiti,0.0
Honduras,0.0
Hong Kong,0.0
Hungary,39909.0
Iceland,0.0
India,3390000.0
Indonesia,1869713.0
Iran,88128.6
Iraq,1850.0
Ireland,0.0
Italy,1064777.0
Cote d'Ivoire,6087.0
Jamaica,0.0
Japan,188100.0
Kazakhstan,11800.0
Jordan,0.0
Kenya,2026.68
North Korea,400000.0
South Korea,175925.0
Kuwait,0.0
Kyrgyz Republic,878.0
Laos,5147.0
Lebanon,0.0
Latvia,0.0
Liberia,1834.19
Libya,0.0
Macau,0.0
Madagascar,44.33
Malawi,0.0
Malaysia,0.0
Mali,1448.82
Malta,0.0
Martinique,0.0
Mauritius,0.0
Mexico,593540.0
Mongolia,0.0
Moldova,7932.0
Morocco,4300.0
Mozambique,0.0
Nauru,0.0
Nepal,11430.0
Netherlands,0.0
New Caledonia,0.0
New Zealand,0.0
Nicaragua,5190.0
Nigeria,154000.0
Norway,0.0
Pakistan,1327.0
Panama,100.0
Papua New Guinea,0.0
Paraguay,1192074.0
Peru,304.0
Philippines,1808.51
Poland,0.0
Portugal,0.0
Timor-Leste,1371.0
Qatar,0.0
Reunion,0.0
Romania,126159.0
Russia,505360.0
Rwanda,34000.0
St. Kitts and Nevis,0.0
Saudi Arabia,0.0
Senegal,0.0
Singapore,0.0
Vietnam,80000.0
Slovenia,44.0
Somalia,0.0
South Africa,62900.0
Zimbabwe,51125.0
Spain,32900.0
Sudan,0.0
Suriname,64.0
Sweden,0.0
Switzerland,4743.0
Syria,11194.0
Tajikistan,2.0
Thailand,480148.0
Togo,0.0
Tonga,0.0
Trinidad and Tobago,0.0
United Arab Emirates,0.0
Türkiye,95000.0
Uganda,59000.0
Ukraine,76370.0
North Macedonia,0.0
Egypt,58943.0
United Kingdom,0.0
Tanzania,1800.0
United States,59611670.0
Burkina Faso,1400.0
Uruguay,17500.0
Uzbekistan,0.0
Venezuela,1250.0
not found,89634.0
Zambia,7006.0
