,Y2014
Afghanistan,801500.0
Albania,0.0
Algeria,320.0
Angola,42288.0
Antigua and Barbuda,0.0
Azerbaijan,2679.0
Argentina,1581810.0
Australia,819276.0
Austria,0.0
Bahamas,0.0
Bahrain,0.0
Bangladesh,51806593.0
Armenia,0.0
Barbados,0.0
Belgium,0.0
"Micronesia, Fed. Sts.",170.55
Bhutan,76621.0
Bolivia,484057.0
Bosnia and Herzegovina,0.0
Botswana,0.0
Brazil,12175602.0
Belize,16259.0
Solomon Islands,2748.21
Brunei Darussalam,2100.0
Bulgaria,54155.0
Myanmar,26848100.0
Burundi,67377.0
Belarus,0.0
Cambodia,9324000.0
Cameroon,153246.0
Canada,0.0
Cabo Verde,0.0
Central African Republic,12822.0
Sri Lanka,3381000.0
Chad,304112.0
Chile,134884.0
China,209609100.0
Taiwan,1732210.0
Colombia,1853500.0
Comoros,10.0
Congo Republic,1197.28
DR Congo,1019979.0
Cook Islands,0.0
Costa Rica,224157.0
Croatia,0.0
Cuba,584800.0
Cyprus,0.0
Czechia,0.0
Benin,234144.65
Denmark,0.0
Dominica,0.0
Dominican Republic,899000.0
Ecuador,1107300.0
El Salvador,41838.0
Equatorial Guinea,0.0
Ethiopia,131821.0
Eritrea,0.0
Estonia,0.0
Faroe Islands,0.0
Fiji,6843.45
Finland,0.0
France,83492.0
French Polynesia,0.0
Djibouti,0.0
Gabon,1663.95
Georgia,0.0
Gambia,46674.0
Palestine,0.0
Germany,0.0
Ghana,604000.0
Kiribati,0.0
Greece,229381.03
Grenada,0.0
Guatemala,33615.73
Guinea,1970515.0
Guyana,977300.0
Haiti,143650.0
Honduras,67054.0
Hong Kong,0.05
Hungary,7910.0
Iceland,0.0
India,158214000.0
Indonesia,59059000.0
Iran,2347290.5
Iraq,403028.0
Ireland,0.0
Israel,0.0
Italy,1386100.0
Cote d'Ivoire,2053520.0
Jamaica,22.0
Japan,11231000.0
Kazakhstan,377040.9
Jordan,0.0
Kenya,112263.0
North Korea,2626000.0
South Korea,5637682.0
Kuwait,0.0
Kyrgyz Republic,28230.0
Laos,4002424.74
Lebanon,0.0
Lesotho,0.0
Latvia,0.0
Liberia,266000.0
Libya,0.0
Lithuania,0.0
Luxembourg,0.0
Macau,0.0
Madagascar,3977863.0
Malawi,132002.0
Malaysia,2844983.0
Maldives,0.0
Mali,2166830.0
Malta,0.0
Mauritania,293219.0
Mauritius,1186.0
Mexico,232158.62
Mongolia,0.0
Moldova,0.0
Montenegro,0.0
Morocco,33051.3
Mozambique,383000.0
Oman,0.0
Namibia,0.0
Nauru,0.0
Nepal,4788612.0
Netherlands,0.0
New Caledonia,0.0
Vanuatu,0.0
New Zealand,0.0
Nicaragua,369047.68
Niger,103941.0
Nigeria,6617890.0
Niue,0.0
Norway,0.0
"Micronesia, Fed. Sts.",170.55
Marshall Islands,0.0
Pakistan,10504200.0
Panama,255136.0
Papua New Guinea,837.7
Paraguay,804000.0
Peru,2896613.0
Philippines,18967826.17
Poland,0.0
Portugal,167322.0
Guinea-Bissau,133000.0
Timor-Leste,88824.0
Puerto Rico,48.85
Qatar,0.0
Romania,45159.0
Russia,1048566.1
Rwanda,72723.0
St. Kitts and Nevis,0.0
St. Lucia,0.0
St. Vincent and the Grenadines,0.0
Sao Tome and Principe,0.0
Saudi Arabia,0.0
Senegal,559021.0
Serbia,0.0
Seychelles,0.0
Sierra Leone,1204020.0
Singapore,0.0
Slovakia,0.0
Vietnam,44974206.0
Slovenia,0.0
Somalia,600.0
South Africa,3056.61
Zimbabwe,1286.49
Spain,861103.0
South Sudan,0.0
Sudan,25300.0
Suriname,275851.0
Eswatini,861.79
Sweden,0.0
Switzerland,0.0
Syria,0.0
Tajikistan,79933.4
Thailand,32620160.0
Togo,147930.0
Tokelau,0.0
Tonga,0.0
Trinidad and Tobago,2912.0
United Arab Emirates,0.0
Tunisia,0.0
Türkiye,830000.0
Turkmenistan,130000.0
Tuvalu,0.0
Uganda,237008.0
Ukraine,50880.0
North Macedonia,30500.0
Egypt,5467392.0
United Kingdom,0.0
Tanzania,2621000.0
United States,10079500.0
Burkina Faso,347501.0
Uruguay,1348300.0
Uzbekistan,356097.0
Venezuela,1158056.0
Samoa,0.0
Yemen,0.0
Zambia,49640.0
