,Y1987
Albania,6000.0
Algeria,0.0
Angola,0.0
Argentina,6700000.0
Australia,89800.0
Austria,0.0
Bahamas,0.0
not found,0.0
Bhutan,1600.0
Bolivia,121560.0
Brazil,16977150.0
Brunei Darussalam,0.0
Bulgaria,32693.0
Myanmar,27013.0
Burundi,600.0
Cambodia,11900.0
Cameroon,1500.0
Canada,1269700.0
Sri Lanka,3719.0
Chile,0.0
China,12184000.0
Taiwan,18043.0
Colombia,128210.0
DR Congo,7800.0
Costa Rica,830.0
Cuba,0.0
Cyprus,0.0
Czechia,4006.0
Benin,113.0
Denmark,0.0
Dominican Republic,0.0
Ecuador,146060.0
El Salvador,644.0
Ethiopia,6220.0
Finland,0.0
France,210400.0
Gabon,2241.0
Ghana,0.0
Greece,3890.0
Guadeloupe,0.0
Guatemala,26000.0
Guyana,0.0
Honduras,0.0
Hong Kong,0.0
Hungary,69024.0
Iceland,0.0
India,898300.0
Indonesia,1160963.0
Iran,57677.0
Iraq,1700.0
Ireland,0.0
Israel,0.0
Italy,1588600.0
Cote d'Ivoire,600.0
Jamaica,0.0
Japan,287200.0
Kenya,0.0
North Korea,445000.0
South Korea,203478.0
Kuwait,0.0
Laos,3748.0
Lebanon,0.0
Liberia,2000.0
Libya,0.0
Macau,0.0
Madagascar,60.0
Malaysia,4.0
Mali,1000.0
Mauritius,0.0
Mexico,828362.0
Morocco,4000.0
Nepal,10100.0
Netherlands,0.0
New Caledonia,0.0
New Zealand,0.0
Nicaragua,11800.0
Nigeria,107000.0
Norway,0.0
Pakistan,3775.0
Panama,0.0
Papua New Guinea,0.0
Paraguay,1310000.0
Peru,11681.0
Philippines,6736.0
Poland,0.0
Portugal,0.0
Timor-Leste,1000.0
Reunion,0.0
Romania,361200.0
Rwanda,6980.0
St. Lucia,0.0
Saudi Arabia,0.0
Senegal,0.0
Singapore,0.0
Vietnam,95850.0
South Africa,34900.0
Zimbabwe,109198.0
Spain,3611.0
Sudan,0.0
Suriname,27.0
Sweden,0.0
Switzerland,0.0
Thailand,337745.0
Trinidad and Tobago,0.0
United Arab Emirates,0.0
Türkiye,250000.0
Uganda,8000.0
not found,712000.0
Egypt,134000.0
United Kingdom,0.0
Tanzania,1300.0
United States,52737008.0
Burkina Faso,681.0
Uruguay,62780.0
Venezuela,1221.0
not found,237000.0
Zambia,13462.0
